time,"Einspritzdruck, Ist","Schneckenvolumen, Ist","Auswerferweg, Ist","Einspritzstrom, Ist","Werkzeuggeschwindigkeit, Ist","Auswerfergeschwindigkeit, Ist","Werkzeugkraft, Ist","Werkzeugweg, Ist","Druckmesssystem 3, Ist","Temperaturmesssystem 5, Ist",id
3.0,359.4,3.34,0.1,1.03,0.0,0.61,121.26,0.0,0.32,30.4,246
3.05,367.56,3.23,0.09,2.26,0.0,-0.31,121.26,0.0,0.32,30.5,246
3.1,374.22,3.14,0.09,1.84,0.0,0.0,121.37,0.0,0.32,30.5,246
3.15,373.03,3.04,0.09,1.9,0.0,-0.31,121.37,0.0,0.32,30.4,246
3.2,377.81,2.94,0.1,1.87,0.0,0.0,121.37,0.0,0.32,30.4,246
3.25,364.77,2.89,0.09,0.91,0.0,0.0,121.26,0.0,0.32,30.6,246
3.3,369.95,2.8,0.09,1.93,0.0,0.0,121.26,0.0,0.32,30.6,246
3.35,376.21,2.71,0.09,1.75,0.0,0.31,121.37,0.0,0.32,30.5,246
3.4,368.16,2.67,0.09,0.24,0.0,0.0,121.26,0.0,0.21,30.7,246
3.45,374.52,2.63,0.09,0.82,0.0,-0.61,121.15,0.0,0.21,30.7,246
3.5,372.53,2.61,0.09,0.3,0.0,0.0,121.15,0.0,0.21,30.6,246
3.55,376.11,2.58,0.09,0.54,0.0,0.31,121.15,0.0,0.11,30.7,246
3.6,373.93,2.57,0.09,0.0,0.0,0.0,121.26,0.0,0.0,30.6,246
3.65,374.22,2.57,0.09,0.06,0.0,0.31,121.26,0.0,0.0,30.9,246
3.7,374.52,2.57,0.09,0.06,0.0,-0.31,121.15,0.0,0.0,30.8,246
3.75,375.02,2.56,0.09,0.06,0.0,0.0,121.15,0.0,-0.11,30.7,246
3.8,374.82,2.56,0.08,0.03,0.0,-0.31,121.15,0.0,-0.11,31.0,246
3.85,375.12,2.55,0.09,0.03,0.0,0.0,121.15,0.0,-0.11,30.8,246
3.9,375.12,2.55,0.1,0.03,0.0,0.0,121.15,0.0,-0.11,31.0,246
3.95,375.02,2.55,0.09,0.0,0.0,0.61,121.15,0.0,-0.21,31.0,246
4.0,375.12,2.55,0.08,0.0,0.0,-0.31,121.15,0.0,-0.21,31.0,246
4.05,375.12,2.54,0.09,0.03,0.0,0.31,121.15,0.0,-0.21,31.2,246
4.1,374.72,2.54,0.09,0.03,0.0,0.0,121.15,0.0,-0.21,31.0,246
4.15,374.72,2.54,0.09,0.03,0.0,0.31,121.26,0.0,-0.21,31.2,246
4.2,374.62,2.54,0.09,0.0,0.0,0.0,121.15,0.0,-0.21,31.1,246
4.25,172.39,2.99,0.09,-15.67,0.0,0.31,120.71,0.0,-0.32,31.2,246
4.3,64.06,3.28,0.09,-10.21,0.0,0.0,120.93,0.0,-0.21,31.2,246
4.35,-7.86,3.75,0.02,-5.86,0.0,-2.14,120.49,-0.02,-0.32,31.1,246
4.4,2.79,3.86,-0.02,-1.12,0.0,-0.31,120.38,0.0,-0.32,31.1,246
4.45,9.85,3.87,-0.04,0.0,0.0,-0.31,120.49,0.0,-0.32,31.3,246
4.5,10.35,3.87,-0.01,0.0,0.0,-0.31,120.38,0.0,-0.32,31.2,246
4.55,15.82,3.87,0.01,0.0,0.0,0.92,120.27,0.0,-0.32,31.5,246
4.6,35.21,3.9,0.01,-1.27,0.0,0.0,120.27,0.0,-0.32,31.2,246
4.65,26.66,4.06,0.02,-3.8,0.0,0.0,120.27,0.0,-0.32,31.2,246
4.7,17.61,4.25,0.02,-3.65,0.0,0.31,120.27,0.0,-0.32,31.3,246
4.75,18.2,4.42,0.02,-3.02,0.0,0.31,120.38,0.0,-0.32,31.3,246
4.8,20.69,4.56,0.05,-2.93,0.0,0.61,120.49,0.0,-0.32,31.3,246
4.85,21.09,4.72,0.04,-3.17,0.0,0.0,120.38,0.0,-0.32,31.4,246
4.9,20.09,4.88,0.05,-3.26,0.0,0.0,120.27,0.0,-0.32,31.5,246
4.95,19.8,5.04,0.1,-3.2,0.0,0.61,120.49,0.0,-0.21,31.4,246
5.0,20.29,5.2,0.09,-3.17,0.0,0.0,120.38,0.0,-0.21,31.5,246
5.05,20.29,5.36,0.09,-3.23,0.0,0.0,120.49,0.0,-0.21,31.6,246
5.1,19.8,5.53,0.09,-3.23,0.0,0.0,120.6,-0.02,-0.21,31.7,246
5.15,20.39,5.69,0.09,-3.26,0.0,-0.31,120.49,0.0,-0.21,31.5,246
5.2,19.6,5.86,0.09,-3.26,0.0,-0.31,120.49,0.0,-0.21,31.8,246
5.25,20.59,6.02,0.09,-3.26,0.0,0.61,120.49,0.0,-0.21,31.8,246
5.3,19.7,6.19,0.09,-3.29,0.0,0.0,120.49,0.0,-0.32,31.6,246
5.35,20.39,6.35,0.09,-3.26,0.0,-0.61,120.49,0.0,-0.21,31.8,246
5.4,19.7,6.51,0.09,-3.26,0.95,0.0,120.6,0.0,-0.21,31.7,246
5.45,20.29,6.68,0.09,-3.26,0.0,0.31,120.6,0.0,-0.21,31.9,246
5.5,20.19,6.85,0.09,-3.29,0.0,-0.31,120.38,0.0,-0.21,31.8,246
5.55,20.09,7.01,0.09,-3.29,0.0,0.0,120.6,0.0,-0.21,31.7,246
5.6,20.09,7.18,0.09,-3.32,0.0,0.0,120.6,0.0,-0.21,31.7,246
5.65,20.29,7.35,0.1,-3.35,0.0,-0.31,120.49,0.0,-0.21,31.9,246
5.7,19.89,7.51,0.09,-3.35,0.0,-0.31,120.49,0.0,-0.21,31.8,246
5.75,20.79,7.68,0.09,-3.38,0.0,-0.31,120.49,0.0,-0.21,31.9,246
5.8,19.89,7.85,0.09,-3.32,0.0,-0.31,120.49,0.0,-0.21,31.9,246
5.85,19.89,8.02,0.09,-3.35,0.0,0.0,120.6,0.0,-0.11,31.9,246
5.9,20.59,8.19,0.09,-3.35,0.0,0.0,120.71,0.0,-0.11,31.8,246
5.95,19.3,8.36,0.09,-3.38,0.0,0.0,120.49,0.0,-0.21,31.8,246
6.0,20.39,8.53,0.09,-3.35,0.0,-0.31,120.49,0.0,-0.11,31.9,246
6.05,19.89,8.7,0.09,-3.35,0.0,0.0,120.49,0.0,-0.21,31.9,246
6.1,19.99,8.87,0.09,-3.38,0.0,0.0,120.6,0.0,-0.11,31.9,246
6.15,20.49,9.04,0.09,-3.38,0.0,-0.31,120.6,0.0,-0.11,31.9,246
6.2,19.8,9.21,0.09,-3.35,0.0,0.31,120.49,0.0,-0.11,32.0,246
6.25,20.09,9.38,0.09,-3.38,0.0,0.31,120.6,0.0,-0.11,31.9,246
6.3,20.49,9.55,0.09,-3.38,0.0,0.0,120.49,0.0,-0.11,31.7,246
6.35,18.9,9.72,0.09,-3.44,0.0,0.31,120.6,0.0,-0.11,32.1,246
6.4,19.99,9.89,0.09,-3.35,0.0,0.0,120.49,0.0,-0.11,32.0,246
6.45,19.99,10.06,0.09,-3.29,0.0,0.0,120.6,0.0,-0.11,31.9,246
6.5,20.39,10.23,0.09,-3.38,0.0,0.31,120.49,0.0,-0.11,31.9,246
6.55,20.69,10.4,0.1,-3.41,0.0,0.0,120.6,0.0,-0.11,32.2,246
6.6,19.8,10.57,0.09,-3.38,0.0,0.0,120.6,0.0,-0.11,32.0,246
6.65,19.8,10.74,0.09,-3.38,0.95,0.61,120.6,0.0,-0.11,32.0,246
6.7,20.39,10.91,0.09,-3.44,0.0,0.0,120.6,0.0,-0.11,31.9,246
6.75,20.09,11.09,0.09,-3.41,0.0,0.61,120.6,-0.02,-0.11,31.7,246
6.8,19.3,11.26,0.1,-3.44,0.0,-0.31,120.49,0.0,-0.11,32.2,246
6.85,20.49,11.43,0.09,-3.38,0.0,0.0,120.6,0.0,-0.11,31.9,246
6.9,19.99,11.6,0.09,-3.38,0.0,0.31,120.49,0.0,-0.11,31.9,246
6.95,19.8,11.77,0.09,-3.38,0.0,0.0,120.6,0.0,-0.11,31.9,246
7.0,20.29,11.94,0.09,-3.41,0.0,0.31,120.6,0.0,-0.11,31.9,246
7.05,19.99,12.11,0.09,-3.41,0.0,0.31,120.49,0.0,-0.11,32.1,246
7.1,19.7,12.29,0.09,-3.44,0.0,0.31,120.6,0.0,-0.11,32.1,246
7.15,20.09,12.46,0.09,-3.44,0.0,0.92,120.6,0.0,-0.11,31.9,246
7.2,20.59,12.63,0.09,-3.44,0.0,-0.31,120.49,0.0,-0.11,31.9,246
7.25,19.6,12.81,0.09,-3.38,0.0,0.31,120.49,0.0,0.0,32.1,246
7.3,20.29,12.98,0.09,-3.41,0.0,0.61,120.49,-0.02,0.0,31.9,246
7.35,20.59,13.15,0.09,-3.41,0.0,0.0,120.6,0.0,0.0,32.0,246
7.4,20.29,13.32,0.09,-3.44,0.0,-0.92,120.49,0.0,0.0,32.2,246
7.45,19.6,13.5,0.09,-3.41,0.95,0.0,120.49,0.0,-0.11,32.0,246
7.5,20.29,13.67,0.08,-3.44,0.0,0.92,120.6,0.0,-0.11,31.9,246
7.55,20.79,13.84,0.09,-3.5,0.0,0.31,120.49,0.0,0.0,32.1,246
7.6,20.49,14.02,0.08,-3.5,0.95,0.0,120.49,0.0,0.0,32.3,246
7.65,19.99,14.2,0.09,-3.47,0.0,-0.61,120.49,0.0,0.0,32.1,246
7.7,19.2,14.37,0.09,-3.44,0.0,-0.31,120.49,0.0,0.0,31.8,246
7.75,19.8,14.55,0.09,-3.47,0.0,0.61,120.6,0.0,0.0,32.1,246
7.8,20.39,14.72,0.09,-3.44,0.0,0.0,120.6,0.0,0.0,32.0,246
7.85,20.29,14.89,0.09,-3.47,0.0,0.61,120.49,0.0,0.0,32.1,246
7.9,19.8,15.07,0.09,-3.47,0.0,0.31,120.49,0.0,0.0,32.1,246
7.95,19.7,15.24,0.09,-3.5,0.0,0.0,120.49,0.0,0.0,32.1,246
8.0,19.8,15.42,0.09,-3.5,0.0,0.0,120.49,0.0,0.0,32.0,246
8.05,20.19,15.6,0.09,-3.53,0.0,-0.61,120.49,0.0,0.0,32.0,246
8.1,20.79,15.78,0.09,-3.53,0.0,-0.31,120.49,0.0,0.0,32.2,246
8.15,20.09,15.95,0.1,-3.53,0.0,0.31,120.6,0.0,0.0,32.0,246
8.2,19.6,16.13,0.08,-3.47,0.0,-0.31,120.38,0.0,0.0,32.1,246
8.25,19.8,16.3,0.09,-3.44,0.0,-0.61,120.6,0.0,0.0,32.2,246
8.3,20.19,16.48,0.1,-3.44,0.0,-0.31,120.49,0.0,0.0,32.0,246
8.35,-3.68,16.57,0.09,-1.81,0.0,-0.31,120.49,-0.02,0.0,32.0,246
8.4,-36.41,17.2,0.09,-17.76,0.0,-0.31,120.38,0.0,0.0,32.2,246
8.45,-32.43,18.16,0.09,-18.42,0.0,0.0,120.38,0.0,0.0,32.3,246
8.5,-13.03,18.49,0.09,-1.42,0.0,-0.31,120.6,0.0,-0.11,32.0,246
8.55,-6.76,18.5,0.02,0.0,0.0,-0.31,120.16,0.0,0.0,32.1,246
8.6,-5.67,18.5,0.02,0.0,0.0,0.31,120.16,0.0,0.0,32.0,246
8.65,-5.47,18.5,0.05,0.0,0.0,0.0,120.05,0.0,0.0,32.1,246
8.7,-5.27,18.5,0.05,0.0,0.0,0.92,120.05,0.0,0.0,32.1,246
8.75,-4.87,18.5,0.05,0.0,0.0,-0.31,119.94,0.0,0.0,32.1,246
8.8,-4.87,18.5,0.05,0.0,0.0,-0.92,119.94,0.0,0.0,32.1,246
8.85,-4.77,18.5,0.05,0.0,0.0,0.92,119.83,0.0,0.0,32.2,246
8.9,-4.68,18.5,0.07,0.0,0.0,0.31,119.94,0.0,0.0,32.1,246
8.95,-4.68,18.5,0.06,0.0,0.0,0.0,120.05,0.0,0.0,32.3,246
9.0,-4.48,18.5,0.05,0.0,0.0,-0.61,119.94,0.0,0.0,32.0,246
9.05,-4.28,18.5,0.07,0.0,0.0,0.31,120.05,0.0,0.0,32.0,246
9.1,-4.28,18.5,0.09,0.0,0.0,0.0,120.05,0.0,0.0,32.1,246
9.15,-4.28,18.5,0.09,0.0,0.0,0.61,120.05,0.0,0.0,32.2,246
9.2,-4.18,18.5,0.09,0.0,0.0,-0.31,120.16,0.0,0.0,32.1,246
9.25,-4.18,18.5,0.09,0.0,0.0,-0.31,119.94,0.0,0.0,31.8,246
9.3,-3.88,18.5,0.09,0.0,0.0,0.0,120.16,0.0,0.0,32.0,246
9.35,-3.88,18.5,0.09,0.0,0.0,0.0,120.05,0.0,0.0,32.2,246
9.4,-3.98,18.5,0.09,0.0,0.0,0.0,120.05,0.0,0.0,32.3,246
9.45,-3.88,18.5,0.09,0.0,0.0,0.0,120.16,0.0,0.0,32.0,246
9.5,-3.88,18.5,0.09,0.0,0.0,0.31,120.05,0.0,0.0,32.1,246
9.55,-3.98,18.5,0.08,0.0,0.0,0.61,120.05,0.0,0.0,32.0,246
9.6,-3.88,18.5,0.08,0.0,0.0,0.0,120.05,0.0,0.0,32.0,246
9.65,-3.78,18.5,0.09,0.0,0.0,0.0,120.16,-0.02,0.0,32.1,246
9.7,-3.88,18.5,0.09,0.0,0.0,0.0,120.16,0.0,0.0,32.1,246
9.75,-3.78,18.5,0.09,0.0,-0.95,0.31,120.05,0.0,0.0,32.1,246
9.8,-3.88,18.5,0.09,0.0,0.0,0.0,119.94,0.0,0.0,32.0,246
9.85,-3.88,18.5,0.09,0.0,0.0,0.0,120.05,0.0,0.0,32.1,246
9.9,-3.78,18.5,0.09,0.0,0.0,0.0,120.05,0.0,0.0,32.1,246
9.95,-3.78,18.5,0.09,0.0,0.0,0.31,119.94,0.0,0.0,32.2,246
10.0,-4.08,18.5,0.09,0.0,0.95,-0.61,120.71,0.0,-0.54,32.1,246
10.05,-3.98,18.5,0.09,0.0,0.0,-0.31,120.6,0.0,-0.54,31.9,246
10.1,-3.78,18.5,0.09,0.0,0.0,0.0,93.85,0.02,-0.54,32.3,246
10.15,-3.38,18.5,0.1,0.0,-0.95,-0.31,26.97,0.06,-0.54,32.2,246
10.2,-3.28,18.5,0.1,0.0,-0.95,0.31,-0.11,0.08,-0.54,32.0,246
10.25,-3.48,18.5,0.1,0.0,-1.91,0.61,0.0,0.13,-0.54,32.1,246
10.3,-3.68,18.5,0.09,0.0,-2.86,0.31,0.0,0.29,-0.54,32.1,246
10.35,-3.48,18.5,0.1,0.0,-3.81,0.31,0.11,0.48,-0.54,32.1,246
10.4,-3.58,18.5,0.1,0.0,-4.77,0.0,0.11,0.71,-0.54,32.0,246
10.45,-3.58,18.5,0.09,0.0,-5.72,0.31,0.11,0.99,-0.54,32.0,246
10.5,-3.18,18.5,0.1,0.0,-6.68,0.0,0.11,1.32,-0.54,32.1,246
10.55,-3.68,18.5,0.1,0.0,-7.63,-0.31,0.33,1.7,-0.54,32.1,246
10.6,-3.68,18.5,0.1,0.0,-8.58,0.0,0.22,2.14,-0.54,31.9,246
10.65,-3.58,18.5,0.09,0.0,-10.49,-0.61,0.22,2.63,-0.54,32.2,246
10.7,-3.38,18.5,0.1,0.0,-12.4,0.61,0.33,3.19,-0.54,32.0,246
10.75,-3.38,18.5,0.1,0.0,-12.4,-0.61,0.22,3.81,-0.54,32.1,246
10.8,-3.58,18.5,0.1,0.0,-14.31,0.31,0.22,4.52,-0.54,32.0,246
10.85,-3.38,18.5,0.1,0.0,-16.21,-0.61,0.22,5.32,-0.54,32.0,246
10.9,-3.68,18.5,0.1,0.0,-18.12,0.0,0.22,6.2,-0.54,32.0,246
10.95,-3.48,18.5,0.1,0.0,-20.03,0.61,0.33,7.15,-0.54,31.9,246
11.0,-3.28,18.5,0.11,0.0,-21.94,-0.31,0.33,8.22,-0.54,31.8,246
11.05,-3.28,18.5,0.1,0.0,-22.89,0.0,0.22,9.38,-0.54,31.8,246
11.1,-3.28,18.5,0.1,0.0,-25.75,-0.61,0.22,10.64,-0.54,32.0,246
11.15,-3.28,18.5,0.1,0.0,-27.66,-0.31,0.22,12.02,-0.54,31.9,246
11.2,-3.48,18.5,0.1,0.0,-30.52,0.0,0.22,13.49,-0.54,32.0,246
11.25,-3.38,18.5,0.1,0.0,-32.43,-0.31,0.33,15.09,-0.54,31.9,246
11.3,-3.28,18.5,0.1,0.0,-35.29,0.0,0.22,16.82,-0.54,31.8,246
11.35,-3.48,18.5,0.1,0.0,-38.15,-0.31,0.33,18.65,-0.54,31.9,246
11.4,-3.38,18.5,0.1,0.0,-39.1,0.0,0.22,20.64,-0.54,31.8,246
11.45,-3.38,18.5,0.1,0.0,-41.96,0.31,0.22,22.74,-0.54,31.9,246
11.5,-3.48,18.5,0.1,0.0,-45.78,0.0,0.33,24.97,-0.54,32.0,246
11.55,-3.58,18.5,0.09,0.0,-47.69,0.0,0.11,27.33,-0.54,32.0,246
11.6,-3.48,18.5,0.09,0.0,-50.55,0.0,0.22,29.81,-0.54,32.0,246
11.65,-3.38,18.5,0.1,0.0,-52.45,0.31,0.22,32.43,-0.54,31.8,246
11.7,-3.48,18.5,0.1,0.0,-55.31,0.61,0.11,35.17,-0.54,31.9,246
11.75,-3.58,18.5,0.1,0.0,-58.18,0.61,0.22,38.05,-0.54,31.8,246
11.8,-3.48,18.5,0.1,0.0,-72.48,-0.31,0.11,41.41,-0.54,31.9,246
11.85,-3.78,18.5,0.1,0.0,-187.88,0.0,-0.11,49.25,-0.54,32.1,246
11.9,-3.78,18.5,0.1,0.0,-382.44,0.0,-0.33,66.05,-0.54,31.7,246
11.95,-3.48,18.5,0.1,0.0,-643.75,-0.31,-1.11,95.18,-0.54,31.8,246
12.0,-3.38,18.5,0.11,0.0,-956.56,0.0,-0.77,139.51,-0.54,32.0,246
12.05,-2.59,18.5,0.1,0.0,-1046.21,0.61,0.55,191.9,-0.54,31.8,246
12.1,-3.78,18.5,0.1,0.0,-835.44,0.31,0.44,236.1,-0.54,31.9,246
12.15,-2.39,18.5,0.1,0.0,-609.42,0.61,0.55,268.98,-0.54,31.8,246
12.2,-3.58,18.5,0.1,0.0,-379.57,0.61,0.55,290.52,-0.54,31.7,246
12.25,-3.38,18.5,0.1,0.0,-118.26,-0.31,0.33,299.46,-0.54,31.6,246
12.3,-3.18,18.5,0.1,0.0,0.95,-0.61,0.0,300.05,-0.54,31.9,246
12.35,-3.38,18.5,0.1,0.0,0.0,0.0,0.0,300.05,-0.54,31.9,246
12.4,-3.48,18.5,2.78,0.0,-0.95,72.33,0.11,300.09,-0.54,31.9,246
12.45,-3.38,18.5,7.71,0.0,0.0,94.0,0.11,300.09,-0.54,31.7,246
12.5,-3.38,18.5,15.3,0.0,0.0,157.48,0.11,300.11,-0.54,31.8,246
12.55,-3.38,18.5,17.99,0.0,0.0,25.33,0.0,300.11,-0.54,31.8,246
12.6,-3.38,18.5,19.94,0.0,0.0,50.66,0.0,300.11,-0.54,31.7,246
12.65,-3.38,18.5,20.79,0.0,0.0,-0.61,0.11,300.11,-0.54,31.8,246
12.7,-3.38,18.5,20.78,0.0,0.0,-0.31,0.22,300.11,-0.54,31.8,246
12.75,-3.38,18.5,20.78,0.0,0.0,0.31,0.0,300.11,-0.54,31.7,246
12.8,-3.38,18.5,20.78,0.0,0.0,0.0,0.0,300.11,-0.54,31.8,246
12.85,-3.38,18.5,20.78,0.0,0.0,-0.61,0.0,300.11,-0.54,31.7,246
12.9,-3.48,18.5,20.78,0.0,0.0,0.0,0.0,300.11,-0.54,31.7,246
12.95,-3.38,18.5,20.78,0.0,0.0,0.31,0.0,300.11,-0.54,31.5,246
13.0,-3.48,18.5,20.78,0.0,0.0,-0.31,0.11,300.11,-0.54,31.5,246
13.05,-3.38,18.5,20.78,0.0,0.0,0.61,0.0,300.11,-0.54,31.7,246
13.1,-3.48,18.5,20.78,0.0,0.0,-0.31,0.0,300.11,-0.54,31.6,246
13.15,-3.38,18.5,20.79,0.0,0.0,0.0,0.0,300.11,-0.54,31.4,246
13.2,-3.28,18.5,20.78,0.0,0.0,0.0,0.0,300.11,-0.54,31.7,246
13.25,-3.48,18.5,20.78,0.0,0.0,0.0,0.11,300.11,-0.54,31.5,246
13.3,-3.38,18.5,20.77,0.0,0.0,-0.31,0.0,300.11,-0.54,31.4,246
13.35,-3.38,18.5,20.78,0.0,0.0,-0.31,0.0,300.11,-0.54,31.5,246
13.4,-3.28,18.5,20.78,0.0,0.0,-0.31,0.11,300.11,-0.54,31.5,246
13.45,-3.38,18.5,20.78,0.0,0.0,0.61,0.0,300.11,-0.54,31.5,246
13.5,-3.38,18.5,20.79,0.0,0.0,-0.92,0.0,300.11,-0.54,31.5,246
13.55,-3.48,18.5,20.78,0.0,0.0,0.31,0.11,300.11,-0.54,31.4,246
13.6,-3.38,18.5,20.78,0.0,0.0,0.31,0.11,300.11,-0.54,31.6,246
13.65,-3.18,18.5,20.78,0.0,0.0,0.31,0.11,300.11,-0.54,31.6,246
13.7,-3.28,18.5,20.78,0.0,0.0,0.0,0.0,300.11,-0.54,31.3,246
13.75,-3.48,18.5,19.48,0.0,0.0,-52.19,0.0,300.11,-0.54,31.5,246
13.8,-3.18,18.5,11.58,0.0,0.0,-175.79,0.22,300.11,-0.54,31.4,246
13.85,-3.38,18.5,4.83,0.0,0.0,-120.55,0.22,300.11,-0.54,31.4,246
13.9,-3.18,18.5,2.23,0.0,0.0,-40.59,0.11,300.11,-0.54,31.3,246
13.95,-3.18,18.5,0.57,0.0,0.0,-31.74,0.0,300.11,-0.54,31.3,246
14.0,-3.38,18.5,0.06,0.0,0.0,-0.92,0.0,300.11,-0.54,31.4,246
14.05,-3.48,18.5,0.07,0.0,0.0,0.31,0.0,300.11,-0.54,31.3,246
14.1,-3.28,18.5,0.07,0.0,0.0,0.0,0.0,300.11,-0.54,31.3,246
14.15,-3.38,18.5,0.08,0.0,0.0,0.0,0.0,300.11,-0.54,31.3,246
14.2,-3.38,18.5,0.07,0.0,0.0,0.0,0.0,300.11,-0.54,31.5,246
14.25,-3.28,18.5,0.08,0.0,0.0,-0.61,0.0,300.11,-0.54,31.4,246
14.3,-3.28,18.5,0.09,0.0,0.0,0.31,0.0,300.11,-0.54,31.3,246
14.35,-3.28,18.5,0.09,0.0,0.0,0.31,0.0,300.11,-0.54,31.3,246
0.0,-1.29,18.5,-0.03,0.0,0.0,0.0,123.25,0.0,-0.54,30.6,247
0.05,28.45,18.34,-0.04,5.37,0.0,0.0,122.92,-0.02,0.0,30.5,247
0.1,33.92,18.04,-0.04,5.95,0.0,-0.31,122.48,0.0,0.0,30.7,247
0.15,35.61,17.75,-0.03,5.98,0.95,0.61,122.26,0.0,0.0,30.7,247
0.2,38.4,17.45,-0.01,5.98,0.0,0.92,122.26,0.0,0.0,30.8,247
0.25,42.08,17.15,0.04,5.95,0.0,0.61,122.04,-0.02,0.0,30.8,247
0.3,68.74,16.85,0.05,5.92,0.0,-0.31,122.04,0.0,0.0,30.7,247
0.35,103.75,16.55,0.05,5.98,0.0,0.0,121.82,0.0,0.0,30.7,247
0.4,114.69,16.25,0.09,5.98,0.0,1.53,121.82,0.0,0.0,30.9,247
0.45,112.11,15.95,0.1,5.98,0.0,-0.31,121.82,0.0,0.0,30.7,247
0.5,107.73,15.65,0.08,5.95,0.0,-0.61,121.71,0.0,0.0,30.8,247
0.55,105.84,15.36,0.09,5.92,0.0,-0.31,121.59,0.0,0.11,30.9,247
0.6,105.05,15.06,0.1,5.92,0.0,-0.31,121.48,0.0,0.11,30.8,247
0.65,104.95,14.76,0.09,5.95,0.0,0.0,121.48,0.0,0.11,30.8,247
0.7,105.64,14.46,0.08,5.95,0.0,0.31,121.48,0.0,0.11,30.6,247
0.75,106.54,14.16,0.1,5.95,0.0,0.31,121.26,0.0,0.11,30.8,247
0.8,106.84,13.86,0.09,5.95,0.0,-0.31,121.26,0.0,0.11,30.7,247
0.85,107.73,13.56,0.09,5.92,0.0,0.61,121.26,0.0,0.11,30.7,247
0.9,109.92,13.27,0.09,5.95,0.0,-0.61,121.26,0.0,0.0,30.7,247
0.95,115.09,12.97,0.1,5.95,0.0,0.31,121.15,0.0,0.11,30.9,247
1.0,121.66,12.67,0.1,5.95,0.0,0.31,121.15,0.0,0.11,30.7,247
1.05,128.42,12.37,0.1,5.95,0.0,0.0,121.15,0.0,0.11,30.6,247
1.1,133.3,12.07,0.09,5.95,0.0,-0.31,121.15,0.0,0.11,30.7,247
1.15,137.37,11.77,0.09,5.92,0.0,0.31,121.15,0.0,0.11,30.7,247
1.2,141.25,11.48,0.09,5.95,0.0,0.0,121.15,0.0,0.11,30.6,247
1.25,165.63,11.17,0.1,5.95,0.0,-0.31,121.15,0.0,0.0,30.7,247
1.3,217.05,10.88,0.09,5.92,0.0,0.61,121.26,0.0,0.11,30.7,247
1.35,258.83,10.58,0.09,5.95,0.0,0.61,121.26,0.0,0.0,30.6,247
1.4,284.4,10.28,0.09,5.92,0.0,0.0,121.15,0.0,0.11,30.8,247
1.45,298.92,9.98,0.09,5.92,0.0,0.0,121.15,0.0,0.11,30.8,247
1.5,308.27,9.68,0.09,5.95,-0.95,-0.31,121.15,0.0,0.11,30.7,247
1.55,314.84,9.38,0.09,5.95,0.0,-0.31,121.26,0.0,0.11,30.7,247
1.6,319.61,9.09,0.09,5.95,0.0,-0.61,121.26,0.0,0.11,30.7,247
1.65,324.69,8.79,0.1,5.92,0.0,0.31,121.26,0.0,0.11,30.6,247
1.7,329.16,8.49,0.09,5.92,0.0,0.31,121.26,0.0,0.21,30.9,247
1.75,334.83,8.19,0.09,5.92,0.0,0.0,121.26,0.0,0.21,30.7,247
1.8,336.03,7.89,0.09,5.95,0.0,0.61,121.26,0.0,0.21,30.7,247
1.85,339.91,7.59,0.08,5.95,0.0,0.31,121.26,0.0,0.21,30.8,247
1.9,343.59,7.29,0.09,5.95,0.0,-0.31,121.26,0.0,0.21,30.8,247
1.95,349.26,7.0,0.09,5.92,0.0,0.31,121.26,0.0,0.21,30.9,247
2.0,353.63,6.7,0.09,5.92,0.0,0.31,121.26,0.0,0.21,30.8,247
2.05,363.78,6.4,0.08,5.92,0.0,0.31,121.26,0.0,0.21,30.7,247
2.1,376.11,6.1,0.08,5.95,0.0,-0.31,121.15,0.0,0.21,30.8,247
2.15,383.77,5.8,0.09,5.95,0.0,0.61,121.37,0.0,0.21,30.7,247
2.2,396.11,5.5,0.08,5.95,0.0,0.31,121.26,0.0,0.21,30.6,247
2.25,341.7,5.4,0.09,1.27,0.0,-0.31,121.26,0.0,0.21,30.8,247
2.3,355.92,5.19,0.09,4.74,0.0,0.0,121.26,0.0,0.21,31.0,247
2.35,371.14,4.96,0.08,4.2,0.0,0.0,121.37,0.0,0.21,30.8,247
2.4,372.43,4.77,0.09,3.93,0.0,-0.31,121.37,0.0,0.32,30.8,247
2.45,375.62,4.58,0.09,3.65,0.0,0.61,121.37,0.0,0.32,30.9,247
2.5,374.22,4.42,0.09,2.96,0.0,-0.61,121.37,0.0,0.32,30.7,247
2.55,374.22,4.27,0.09,2.99,0.0,-0.31,121.37,0.0,0.32,30.9,247
2.6,371.04,4.13,0.09,2.57,0.0,-0.61,121.37,0.0,0.32,30.9,247
2.65,371.44,3.98,0.09,2.9,0.0,0.31,121.37,0.0,0.32,30.7,247
2.7,374.72,3.84,0.07,2.93,0.0,0.0,121.48,0.0,0.32,30.6,247
2.75,374.92,3.7,0.09,2.39,0.0,0.31,121.37,0.0,0.32,30.7,247
2.8,374.92,3.59,0.09,2.14,0.0,-0.61,121.37,0.0,0.43,30.8,247
2.85,375.62,3.49,0.09,2.14,0.0,-0.61,121.48,0.0,0.43,30.7,247
2.9,372.14,3.41,0.09,1.06,0.0,-0.31,121.37,0.0,0.43,30.7,247
2.95,367.06,3.35,0.09,1.54,0.0,0.31,121.37,0.0,0.32,30.8,247
3.0,373.03,3.26,0.09,1.51,0.0,0.31,121.37,0.0,0.32,30.8,247
